1;0.783537;0.809441;0.154882;0.540131;0.80532;0.186974;0.891188;0
1;0.828767;0.827961;0.176677;0.609785;0.670171;0.173172;0.666226;0
1;0.33452;0.350833;0.181233;0.406437;0.143571;0.235643;0;0
1;0.859756;0.812879;0.152147;0.541192;0.80892;0.187524;0.841492;0
1;0.825342;0.820062;0.180625;0.599152;0.752126;0.171262;0.691615;0
1;0.305732;0.320648;0.14729;0.409375;0.150445;0.242619;0;0
1;0.768293;0.80876;0.156498;0.537035;0.756872;0.176737;0.841492;0
1;0.799296;0.808094;0.180212;0.618237;0.735558;0.20234;0.670726;0
0;0.284211;0.605558;0.0458994;0;0.156323;0;0.966463;0
1;0.814024;0.800816;0.154985;0.532291;0.792238;0.14804;0.841492;0
1;0.808219;0.81577;0.179467;0.605649;0.735257;0.187329;0.680449;0
1;0.427273;0.319135;0.0587031;0;0.266996;0.183138;0.782019;0
1;0.397015;0.387435;0.00236967;0;0.17107;0;0.92219;0
1;0.832317;0.80397;0.156732;0.534776;0.7723;0.183006;0.794928;0
1;0.828767;0.824127;0.184812;0.602037;0.745131;0.188714;0.680449;0
1;0.332192;0.360675;0.16215;0.421679;0.169887;0.247439;0;0
1;0.4;0.271216;0.0485916;0;0.296452;0.19838;0.797616;0
1;0.817073;0.803265;0.155785;0.535637;0.82243;0.198926;0.841492;0
1;0.80137;0.815727;0.18083;0.600723;0.771344;0.199404;0.680449;0
1;0.386364;0.273843;0.0739437;0;0.246542;0.19867;0.778585;0
1;0.436532;0.360902;0.00558659;0;0.176422;0;0.971025;0
1;0.75;0.812001;0.174351;0.599617;0.729467;0.165023;0.672225;0
1;0.780864;0.819698;0.155941;0.541331;0.740308;0.179149;0.806274;0
1;0.321799;0.434255;0.170965;0.467364;0.20721;0.27404;0;0
0;0.299145;0.728496;0.0496065;0;0.176366;0;0.78406;0
1;0.820423;0.796852;0.179648;0.592962;0.8235;0.240753;0.693099;0
1;0.7625;0.834421;0.153239;0.54036;0.764358;0.251917;0.831496;0
1;0.311927;0.143771;0.181902;0.293786;0.107484;0;0;0
0;0.295045;0.674182;0.0513749;0;0.195462;0;0.876368;0
1;0.68038;0.85597;0.171895;0.636495;0.75911;0.347317;0.669977;0
1;0.717087;0.863665;0.147664;0.54588;0.75463;0.297991;0.852474;0
1;0.464789;0.647625;0.262241;0;0.303118;0.0920443;0;0
1;0.914692;0.602722;0.455806;0.251214;0.823635;0.113703;2.00E-034;0
1;0.835294;0.837464;0.155061;0.525958;0.853425;0.239411;0.816113;0
1;0.846405;0.820033;0.170899;0.581251;0.789624;0.237034;0.642879;0
1;0.772926;0.590853;0.100737;0.236379;0.391873;0;4.06E-010;0
1;0.542857;0;0.186414;0;0.415829;0.00941357;0;0
1;0.463068;0.417382;0.0219035;0;0.187594;0;0.928567;0
1;0.933962;0.619167;0.396435;0.238908;0.840895;0.111385;1.30E-032;0
1;0.795322;0.840704;0.153677;0.576492;0.802451;0.201983;0.865495;0
1;0.80456;0.834033;0.166895;0.628623;0.842949;0.222794;0.675966;0
1;0.590244;0;0.196923;0;0.355413;0;0;0
1;0.913462;0.616604;0.409091;0.236428;0.757671;0.102675;4.11E-032;0
1;0.866279;0.833618;0.155629;0.576911;0.850189;0.200133;0.752714;0
1;0.756494;0.836806;0.176025;0.638464;0.843359;0.229942;0.630778;0
1;0.564593;0;0.204778;0;0.314961;0;0;0
1;0.663415;0.452026;0.131555;0.184214;0.452807;0;5.30E-032;0
1;0.89604;0.643967;0.405453;0.232129;0.85292;0.099461;5.08E-034;0
1;0.846377;0.835193;0.149671;0.572743;0.878066;0.214453;0.841492;0
1;0.809211;0.79503;0.164262;0.606959;0.848568;0.193337;0.648163;0
1;0.615894;0;0.0391517;0.125351;0.591187;0;0.0280153;0
1;0.884259;0.662028;0.36875;0.234744;0.816339;0.124985;3.73E-031;0
