0.618896, 0.687786, 0.777053, 0.214011, 1
0.666504, 0.684853, 0.770635, 0.209057, 1
0.666504, 0.685328, 0.769313, 0.197126, 1
0.666504, 0.679459, 0.746, 0.210262, 1
0.710938, 0.683917, 0.744673, 0.204471, 1
0.666504, 0.685723, 0.759497, 0.201856, 1
0.618896, 0.680993, 0.777587, 0.205896, 1
0.666504, 0.680974, 0.756228, 0.213057, 1
0.666504, 0.677624, 0.769331, 0.209958, 1
0.666504, 0.678761, 0.752926, 0.209436, 1
0.666504, 0.677379, 0.745998, 0.206443, 1
0.666504, 0.68052, 0.774933, 0.204067, 1
0.710938, 0.678333, 0.746756, 0.210501, 1
0.666504, 0.671505, 0.794131, 0.215348, 1
0.666504, 0.679442, 0.771794, 0.205964, 1
0.666504, 0.679914, 0.774713, 0.203478, 1
0.615234, 0.684487, 0.760194, 0.215338, 1
0.666504, 0.683073, 0.755223, 0.216311, 1
0.666504, 0.678275, 0.762451, 0.206853, 1
0.666504, 0.682365, 0.749747, 0.214468, 1
0.666504, 0.682623, 0.752043, 0.207921, 1
0.666504, 0.682877, 0.728186, 0.205672, 1
0.666504, 0.683859, 0.758533, 0.207963, 1
0.666504, 0.682338, 0.751481, 0.212067, 1
0.618896, 0.684195, 0.751636, 0.209446, 1
0.615234, 0.686186, 0.73094, 0.211322, 1
0.666504, 0.679447, 0.760734, 0.206136, 1
0.618896, 0.683226, 0.747208, 0.218008, 1
0.666504, 0.678714, 0.768168, 0.206135, 1
0.666504, 0.680026, 0.77271, 0.208843, 1
0.492188, 0.694872, 0.768859, 0.239397, 1
0.492188, 0.701969, 0.754562, 0.236497, 1
0, 0.702064, 0.33617, 0.0618632, 1
0, 0.702538, 0.342979, 0.0617799, 1
0.457031, 0.702695, 0.751566, 0.234087, 1
0, 0.708451, 0.305862, 0.0680628, 1
0.492188, 0.702103, 0.717455, 0.229183, 1
0.492188, 0.696565, 0.75893, 0.243549, 1
0.492188, 0.698349, 0.777359, 0.246188, 1
0.492188, 0.69991, 0.728456, 0.223963, 0
0.492188, 0.698204, 0.760229, 0.246361, 1
0.492188, 0.698991, 0.771111, 0.246365, 1
0.492188, 0.698092, 0.749812, 0.240236, 1
0.492188, 0.699341, 0.754389, 0.240731, 1
0.492188, 0.701364, 0.748809, 0.233877, 0
0.492188, 0.698128, 0.766845, 0.234423, 1
0.492188, 0.698983, 0.778796, 0.241211, 1
0.492188, 0.669737, 0.81506, 0.276475, 0
0.483398, 0.679228, 0.822315, 0.298291, 1
0.492188, 0.680417, 0.811803, 0.288267, 1
0.62207, 0.251608, 0.258178, 0.122482, 0
0.451172, 0.677873, 0.82214, 0.292265, 0
0.577637, 0.261588, 0.306668, 0.124489, 0
0.492188, 0.677646, 0.829563, 0.277319, 0
0.577637, 0.694932, 0.940685, 0.237642, 0
0.62207, 0.701556, 0.934751, 0.23649, 0
0.536377, 0.701749, 0.923835, 0.233833, 0
0.62207, 0.708597, 0.939856, 0.247724, 0
0.577637, 0.710553, 0.920965, 0.244795, 0
0.577637, 0.710411, 0.920821, 0.243825, 0
0.577637, 0.703935, 0.935339, 0.234308, 0
0.536377, 0.702738, 0.894142, 0.235205, 0
0.536377, 0.604948, 0.514268, 0, 0
0.495117, 0.603579, 0.520561, 0.172681, 0
0.421875, 0.604052, 0.542426, 0.173736, 0
0.457031, 0.607765, 0.5465, 0.181487, 0
0.495117, 0.596526, 0.530433, 0.170436, 0
0.536377, 0.605747, 0.552185, 0.175761, 0
0.536377, 0.59499, 0.528492, 0.17564, 0
0.457031, 0.597142, 0.538199, 0.17377, 0
0.536377, 0.596336, 0.547398, 0.169692, 0
0.62207, 0.602147, 0.550956, 0.176497, 0
0.457031, 0.598613, 0.534375, 0.167351, 0
0.536377, 0.596331, 0.541832, 0.17211, 0
0.533203, 0.598622, 0.544716, 0.171073, 0
0.495117, 0.598846, 0.539839, 0.171605, 0
0.495117, 0.601611, 0.540869, 0.177106, 0
0.536377, 0.610046, 0.522085, 0.164258, 0
0.421875, 0.607484, 0.507061, 0, 0
0.495117, 0.598497, 0.558713, 0.17373, 0
0.354492, 0.66626, 0.761955, 0.219841, 0
0.666504, 0.670541, 0.720184, 0.157072, 0
0.717773, 0.525771, 0.38674, 0, 0
0.717773, 0.507392, 0.359151, 0, 0
0.769043, 0.515403, 0.387284, 0, 0
0.823975, 0.504361, 0.393801, 0, 0
0.769043, 0.509814, 0.374352, 0, 0
0.823975, 0.519248, 0.366109, 0, 0
0.769043, 0.524279, 0.384283, 0, 0
0.669922, 0.51797, 0.342225, 0, 0
0.717773, 0.535334, 0.366314, 0, 0
0.823975, 0.688958, 0.83711, 0, 0
0.823975, 0.449694, 0.300018, 0, 0
1, 0.42553, 0.256038, 0, 0
0.823975, 0.447067, 0.264581, 0, 0
0.823975, 0.518625, 0.339377, 0, 0
0.823975, 0.485865, 0.29192, 0, 0
0.669922, 0.491425, 0.304799, 0, 0
0.577637, 0.468636, 0.309711, 0, 0
0.62207, 0.476367, 0.313026, 0, 0
0.669922, 0.531674, 0.411682, 0, 0
0.669922, 0.498789, 0.309883, 0, 0
0.62207, 0.509501, 0.319776, 0, 0
0.669922, 0.506408, 0.367406, 0, 0
0.62207, 0.482544, 0.290888, 0, 0
0.669922, 0.407765, 0.29708, 0, 0
0.823975, 0.439495, 0.261816, 0, 0
0.823975, 0.472571, 0.303393, 0, 0
0.823975, 0.417635, 0.265986, 0, 0
0.669922, 0.406624, 0.240648, 0, 0
0.669922, 0.429196, 0.274873, 0, 0
0.823975, 0.490948, 0.304451, 0, 0
0.457031, 0.43894, 0.370103, 0, 0
0, 0.282881, 0, 0, 0
0, 0.300475, 0.268175, 0, 0
0, 0.298044, 0.241267, 0, 0
0, 0.308511, 0.231391, 0, 0
0, 0.300067, 0.26877, 0, 0
0, 0.295835, 0, 0, 0
0, 0.301347, 0.136317, 0, 0
0, 0.0485686, 0.0266986, 0, 0
0, 0.106749, 0.0194397, 0, 0
0.495117, 0, 0.276825, 0, 0
0.495117, 0, 0.137287, 0, 0
0, 0.252072, 0, 0, 0
0.495117, 0.0789236, 0.0572822, 0, 0
0, 0.348749, 0.430294, 0, 0
0, 0.260381, 0, 0, 0
0.577637, 0, 0.124456, 0, 0
0.577637, 0, 0.0620464, 0, 0
0.577637, 0, 0.0953079, 0, 0
0.577637, 0, 0.0875719, 0, 0
0.577637, 0, 0.0669122, 0, 0
0.577637, 0.00566465, 0.0565938, 0, 0
0.577637, 0, 0.168853, 0, 0
0.577637, 0.017958, 0.0295864, 0, 0
0.577637, 0.000363231, 0.00560424, 0, 0
0.717773, 0, 0.339332, 0, 0
0, 0, 0.203537, 0, 0
0, 0, 0.202247, 0, 0
0, 0, 0.614469, 0, 0
0, 0.0990849, 0.00727513, 0, 0
0.418945, 0, 0.239669, 0, 0
0.533203, 0, 0.400849, 0, 0
0, 0, 0, 0, 0
0.533203, 0, 0.309288, 0, 0
0.495117, 0, 0.269652, 0, 0
0.457031, 0, 0.273132, 0, 0
0.418945, 0, 0.200598, 0, 0
0.418945, 0, 0.24895, 0, 0
0.457031, 0, 0.294733, 0, 0
0.418945, 0, 0.274428, 0, 0
0.457031, 0, 0.194359, 0, 0
0.418945, 0, 0.176319, 0, 0
0.457031, 0, 0, 0, 0
0.457031, 0, 0.499666, 0, 0
0.418945, 0, 0.400475, 0, 0
0.533203, 0, 0.24524, 0, 0
0.577637, 0, 0.264367, 0, 0
0.533203, 0, 0.282989, 0, 0
0, 0, 0.549028, 0, 0
0.574219, 0, 0.249959, 0, 0
0, 0, 0, 0, 0
0, 0.428298, 0.304811, 0, 0
0.533203, 0, 0.0689142, 0, 0
0.495117, 0, 0.200833, 0, 0
0, 0, 0.347929, 0, 0
0.354492, 0, 0.0981358, 0, 0
0, 0.228944, 0, 0, 0
0.354492, 0, 0, 0, 0
0, 0, 0.404926, 0, 0
0, 0.260282, 0.932762, 0, 0
0, 0.261256, 0, 0, 0
0.577637, 0, 0.422117, 0, 0
0, 0, 0, 0, 0
0, 0, 0.0975479, 0, 0
0, 0, 0.0877703, 0, 0
0, 0, 0.0898995, 0, 0
0, 0, 0.0989792, 0, 0
0, 0, 0.090269, 0, 0
0, 0, 0.0913479, 0, 0
0, 0, 0.0970202, 0, 0
0, 0, 0.0969847, 0, 0
0, 0, 0.0860868, 0, 0
0, 0, 0.10687, 0, 0
0, 0, 0.0979163, 0, 0
0, 0, 0.0967684, 0, 0
0, 0, 0.102143, 0, 0
0, 0, 0.0984556, 0, 0
0, 0, 0.0999455, 0, 0
0, 0, 0.088873, 0, 0
0, 0, 0.0910877, 0, 0
0, 0, 0.124668, 0, 0
0, 0, 0.0926855, 0, 0
0, 0, 0.098099, 0, 0
