PANDORA AUTh, Greece
2013-06-30; 11:15:30
BCAuto

1;11:11:44;M_44_arena_6mm_minstrels;0.58;-0.04
2;11:12:34;Y_10_arena_6mm_Yggdrasil;-1.88;-1.56
3;11:12:55;FIDUCIAL_16_B;-1.56;-1.06
4;11:14:28;M_34_arena_6mm_milky;-2.78;0.68
