PANDORA AUTh, Greece
2013-06-27; 15:24:21
Prelim2

1;15:19:00;Y_00_arena_6mm_yearns;-1.5;1.46
2;15:19:59;Y_01_arena_6mm_Ypsilanti;1.08;2.26
