PANDORA AUTh, Greece
2013-06-28; 14:28:12
Prelim4

1;14:20:30;Y_00_arena_6mm_yearns;-1.74;1.16
2;14:21:48;Y_01_arena_6mm_Ypsilanti;0.64;2.44
3;14:27:35;Y_02_arena_6mm_yammers;-1;4.36
4;14:28:07;Y_03_arena_6mm_Yanks;0.8;4.24
