PANDORA AUTh, Greece
2013-06-28; 10:32:16
Prelim2

1;10:26:40;Y_10_arena_6mm_Yggdrasil;-2.48;-1.38
2;10:28:24;Y_12_arena_6mm_yearling;-2.7;-2.94
